Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Saint Mary's Gaels vs. Portland Pilots,Jan 02 10:00PM ET,2026-01-03 05:05:21 UTC,Saint Mary's Gaels,3,-24.5,-22.4,-23.5,0.4679574367889025,-24.5,-0.08759811876665308,-0.08759811876665308,2.3,,-20.0,-24.6,-22.4,0.9665950344556415,-6678,-6678,0.9535082527783257,-0.018650548926226085,-0.018650548926226085,0.014,,0.97,0.989363632265915,3,151.5,148.0,150.0,151.5,151.5,1.5,,148.0,146.264083539457,149.32,0.477441865510769,0.5225581344892309,-0.057441855419463506,-0.012325586441001568,-0.057441855419463506,-0.012325586441001568,0,0,0,0
Saint Mary's Gaels vs. Portland Pilots,Jan 02 10:00PM ET,2026-01-03 05:05:21 UTC,Portland Pilots,3,24.5,22.4,23.5,0.5320425632110974,24.5,0.019847441259877918,0.019847441259877918,2.3,,20.0,24.6,22.4,0.03340496554435833,1982,1982,0.046491747221674214,-0.014634250141916168,-0.014634250141916168,0.014,,0.03,0.0106363677340849,3,151.5,148.0,150.0,151.5,151.5,1.5,,148.0,146.264083539457,149.32,0.477441865510769,0.5225581344892309,-0.057441855419463506,-0.012325586441001568,-0.057441855419463506,-0.012325586441001568,0,0,0,0
Santa Clara Broncos vs. Pepperdine Waves,Jan 02 10:00PM ET,2026-01-03 05:05:21 UTC,Santa Clara Broncos,3,-19.5,-19.4,-19.5,0.5,-19.5,-0.05555555555555558,-0.05555555555555558,2.1,,-17.0,-19.4,-21.2,0.9290650469132185,-2000,-2000,0.9049773755656109,-0.02331590546773399,-0.02331590546773399,0.019,,0.94,0.966305436521652,3,157.5,148.470997287966,154.0,157.5,157.5,2.8,,149.0,148.470997287966,143.86,0.4474888285003413,0.5525111714996587,-0.07632069530918256,0.007056626045113257,-0.07632069530918256,0.007056626045113257,0,0,0,0
Santa Clara Broncos vs. Pepperdine Waves,Jan 02 10:00PM ET,2026-01-03 05:05:21 UTC,Pepperdine Waves,3,19.5,19.4,19.5,0.5,19.5,-0.012195121951219523,-0.012195121951219523,2.1,,17.0,19.4,21.2,0.07093495308678155,900,900,0.09502262443438914,-0.029065046913218456,-0.029065046913218456,0.019,,0.06,0.0336945634783479,3,157.5,148.470997287966,154.0,157.5,157.5,2.8,,149.0,148.470997287966,143.86,0.4474888285003413,0.5525111714996587,-0.07632069530918256,0.007056626045113257,-0.07632069530918256,0.007056626045113257,0,0,0,0
San Francisco Dons vs. San Diego Toreros,Jan 02 10:00PM ET,2026-01-03 05:05:21 UTC,San Francisco Dons,1,-9.5,-10.0,-9.5,0.5,-9.5,-0.045454545454545414,-0.045454545454545414,1.7,,-10.0,-12.3,-9.0,0.8699573815206582,-1600,-1600,0.8888888888888888,-0.07121908906757712,-0.07121908906757712,0.044,,0.82,0.882051748304855,2,137.5,148.0,141.5,137.5,137.5,1.7,,148.0,148.993834610342,145.7,0.5619858961818103,0.4380141038181897,0.027102175251577765,-0.09686961711204278,0.027102175251577765,-0.09686961711204278,0,0,0,0
San Francisco Dons vs. San Diego Toreros,Jan 02 10:00PM ET,2026-01-03 05:05:21 UTC,San Diego Toreros,1,9.5,10.0,9.5,0.5,9.5,-0.03488372093023251,-0.03488372093023251,1.7,,10.0,12.3,9.0,0.1300426184793418,750,750,0.1111111111111111,0.012395559655812377,0.012395559655812377,0.044,,0.18,0.117948251695145,2,137.5,148.0,141.5,137.5,137.5,1.7,,148.0,148.993834610342,145.7,0.5619858961818103,0.4380141038181897,0.027102175251577765,-0.09686961711204278,0.027102175251577765,-0.09686961711204278,0,0,0,0
California Golden Bears vs. Notre Dame Fighting Irish,Jan 02 11:07PM ET,2026-01-03 05:05:21 UTC,California Golden Bears,1,-0.5,-2.0,-1.0,0.5173678180739623,-0.5,-0.006441705735561576,-0.006441705735561576,0.7,,-2.0,-3.1,-1.9,0.552332588707083,-113,-113,0.5,0.02181615678220039,0.02181615678220039,0.021,,0.59,0.619330354828332,1,131.0,140.0,134.5,131.0,131.0,1.7,,140.0,140.133785555191,137.07,0.5511828420175238,0.431906439017123,0.02737331820799993,-0.10937796465260174,0.02737331820799993,-0.10937796465260174,0,0,0,0
California Golden Bears vs. Notre Dame Fighting Irish,Jan 02 11:07PM ET,2026-01-03 05:05:21 UTC,Notre Dame Fighting Irish,1,0.5,2.0,1.0,0.4826321819260377,0.5,-0.05865222174368706,-0.05865222174368706,0.7,,2.0,3.1,1.9,0.447667411292917,-113,-113,0.5,-0.08284902063196564,-0.08284902063196564,0.021,,0.41,0.380669645171668,1,131.0,140.0,134.5,131.0,131.0,1.7,,140.0,140.133785555191,137.07,0.5511828420175238,0.431906439017123,0.02737331820799993,-0.10937796465260174,0.02737331820799993,-0.10937796465260174,0,0,0,0
Boston Univ. Terriers vs. American Eagles,Jan 03 01:00PM ET,2026-01-03 00:42:46 UTC,American Eagles,3,-1.0,-0.7,-1.0,0.5,-1.5,-0.02494061757719712,-0.0352649963279876,1.7,-0.4,-1.0,2.0,-2.0,0.5124875919904159,-125,-118,0.5149751839808318,-0.02879681167930881,0.0,0.054,0.51,0.52,0.422487085063589,1,149.75,151.14,150.5,152.0,149.75,3.2,153.0,153.0,146.293034545639,149.28,0.5000019640908513,0.4828998214739237,-0.023807559718672544,-0.04090970233560015,-0.0386312790045451,-0.0215291363876175,0,0,0,0
Boston Univ. Terriers vs. American Eagles,Jan 03 01:00PM ET,2026-01-03 00:42:46 UTC,Boston Univ. Terriers,3,1.0,0.7,1.0,0.5,1.5,-0.01807228915662651,-0.0031965421335508,1.7,0.4,1.0,-2.0,2.0,0.48751240800958406,104,-104,0.4850248160191682,-0.022291513559043352,0.0,0.054,0.49,0.48,0.577512914936411,1,149.75,151.14,150.5,152.0,149.75,3.2,153.0,153.0,146.293034545639,149.28,0.5000019640908513,0.4828998214739237,-0.023807559718672544,-0.04090970233560015,-0.0386312790045451,-0.0215291363876175,0,0,0,0
