Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
San Diego St Aztecs vs. UNLV Rebels,Mar 06 10:16PM ET,2026-03-07 05:07:03 UTC,San Diego St Aztecs,3,-3.5,-3.5,-11.75,-7.0,0.6108053684643127,-2.5,0.06952096479458791,0.06952096479458791,1.0,-12.7,-11.0,-10.7,-12.5,0.8072222222222223,-395,-430,0.7644444444444445,-0.004098532494758889,-0.004098532494758889,0.012,0.87,0.85,0.84768901748278,2,173.5,154.108465469051,165.5,170.5,173.5,1.1,155.0,155.0,153.216930938102,153.08999999999995,0.3775156206351842,0.6224843793648158,-0.14629390317433966,0.0770298339102704,-0.14629390317433966,0.0770298339102704,1,1,0,1
San Diego St Aztecs vs. UNLV Rebels,Mar 06 10:16PM ET,2026-03-07 05:07:03 UTC,UNLV Rebels,3,3.5,3.5,11.75,7.0,0.3891946315356873,2.5,-0.13461489227383655,-0.13461489227383655,1.0,12.7,11.0,10.7,12.5,0.19277777777777777,280,300,0.23555555555555555,-0.05722222222222223,-0.05722222222222223,0.012,0.13,0.15,0.15231098251722,2,173.5,154.108465469051,165.5,170.5,173.5,1.1,155.0,155.0,153.216930938102,153.08999999999995,0.3775156206351842,0.6224843793648158,-0.14629390317433966,0.0770298339102704,-0.14629390317433966,0.0770298339102704,1,1,0,1
Illinois St Redbirds vs. Northern Iowa Panthers,Mar 06 10:29PM ET,2026-03-07 05:07:03 UTC,Illinois St Redbirds,1,13.5,13.5,1.55,8.5,0.6683945142214726,13.5,0.1634440191719676,0.1634440191719676,0.3,1.5,2.0,1.2,1.6,0.23577631990003123,,3000,0.031552639800062475,0.2035182553839022,,0.01,0.43,0.44,0.450313381728301,3,127.5,127.215,127.5,127.5,127.5,2.4,124.0,126.0,129.230266582917,128.43,0.5,0.5,-0.03488372093023251,-0.03488372093023251,-0.03488372093023251,-0.03488372093023251,1,1,0,0
Illinois St Redbirds vs. Northern Iowa Panthers,Mar 06 10:29PM ET,2026-03-07 05:07:03 UTC,Northern Iowa Panthers,1,-13.5,-13.5,-1.55,-8.5,0.3316054857785274,-13.5,-0.2336119055258204,-0.2336119055258204,0.3,-1.5,-2.0,-1.2,-1.6,0.7642236800999689,,-10000,0.9684473601999376,-0.2258753298010212,,0.01,0.57,0.56,0.549686618271699,3,127.5,127.215,127.5,127.5,127.5,2.4,124.0,126.0,129.230266582917,128.43,0.5,0.5,-0.03488372093023251,-0.03488372093023251,-0.03488372093023251,-0.03488372093023251,1,1,0,0
Morehead St Eagles vs. SE Missouri St Redhawks,Mar 06 10:33PM ET,2026-03-07 05:07:03 UTC,Morehead St Eagles,1,4.5,4.5,3.3,4.0,0.5173678180739623,5.5,-0.01751590285627025,-0.01751590285627025,0.9,1.9,3.0,3.9,3.6,0.3240854160944795,300,265,0.25817083218895903,0.05011281335475348,0.05011281335475348,0.041,0.43,0.39,0.347625911775614,2,134.5,144.79500000000002,138.5,134.5,134.5,0.7,146.0,145.0,144.282337391953,144.59,0.5619858961818103,0.4380141038181897,0.03817637237228644,-0.10744044163635569,0.03817637237228644,-0.10744044163635569,1,1,1,0
Morehead St Eagles vs. SE Missouri St Redhawks,Mar 06 10:33PM ET,2026-03-07 05:07:03 UTC,SE Missouri St Redhawks,1,-4.5,-4.5,-3.3,-4.0,0.4826321819260377,-5.5,-0.052251539004194825,-0.052251539004194825,0.9,-1.9,-3.0,-3.9,-3.6,0.6759145839055205,-425,-370,0.7418291678110409,-0.11131945864767101,-0.11131945864767101,0.041,0.57,0.61,0.652374088224386,2,134.5,144.79500000000002,138.5,134.5,134.5,0.7,146.0,145.0,144.282337391953,144.59,0.5619858961818103,0.4380141038181897,0.03817637237228644,-0.10744044163635569,0.03817637237228644,-0.10744044163635569,1,1,1,0
Seattle Redhawks vs. San Diego Toreros,Mar 06 11:34PM ET,2026-03-06 11:30:51 UTC,Seattle Redhawks,2,-2.5,-2.5,-7.95,-4.5,0.5671069149700017,-7.5,0.025822511300276907,-0.0238095238095238,0.5,-7.1,-8.0,-8.2,-7.9,0.6945267489711935,-520,-185,0.6090534979423868,0.04540394195364961,-0.0507532217260949,0.015,0.76,0.78,0.789260071706687,1,141.5,141.6664527536285,141.5,140.5,141.5,1.6,141.0,144.0,142.332905507257,140.35,0.5,0.5,-0.03488372093023251,-0.03488372093023251,0.0033602923428301,-0.0504391352242822,1,1,0,0
Seattle Redhawks vs. San Diego Toreros,Mar 06 11:34PM ET,2026-03-06 11:30:51 UTC,San Diego Toreros,2,2.5,2.5,7.95,4.5,0.4328930850299983,7.5,-0.09091643877952554,-0.0238095238095238,0.5,7.1,8.0,8.2,7.9,0.3054732510288066,390,140,0.3909465020576132,-0.11119341563786012,0.0021139769462971,0.015,0.24,0.22,0.210739928293313,1,141.5,141.6664527536285,141.5,140.5,141.5,1.6,141.0,144.0,142.332905507257,140.35,0.5,0.5,-0.03488372093023251,-0.03488372093023251,0.0033602923428301,-0.0504391352242822,1,1,0,0
UMBC Retrievers vs. New Hampshire Wildcats,Mar 07 01:00PM ET,2026-03-06 23:24:40 UTC,New Hampshire Wildcats,1,12.5,12.5,15.75,14.0,0.4480279631408896,12.5,-0.0868557577893429,-0.0757815606686342,1.5,16.1,13.0,15.5,16.0,0.11377049180327865,550,550,0.1475409836065574,-0.0400756620428752,-0.0400756620428752,0.023,0.0799999999999999,0.11,0.0637994075409408,3,137.5,138.66,138.0,137.5,137.5,1.6,138.0,139.0,141.567725753465,138.32,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0162865800875205,-0.0313324675315271,1,1,1,0
Saint Joseph's Hawks vs. La Salle Explorers,Mar 07 01:00PM ET,2026-03-06 22:56:22 UTC,La Salle Explorers,2,10.0,10.0,10.649999999999999,10.5,0.4831483753809493,9.5,-0.040661148428574545,-0.0406611484285745,1.5,10.6,9.0,12.7,10.7,0.18904684975767366,320,340,0.21809369951534732,-0.038225877515053575,-0.0426935814540293,0.052,0.16,0.21,0.105047624593838,2,140.5,135.434622562956,138.5,140.5,140.5,1.7,134.0,135.0,135.869245125912,137.95999999999998,0.4689128120678558,0.5310871879321442,-0.05489671174166805,0.00727766412262032,-0.0737264676316208,0.0111365072116804,0,1,0,1
