Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Kansas Jayhawks vs. TCU Horned Frogs,Jan 06 09:12PM ET,2026-01-07 05:00:07 UTC,Kansas Jayhawks,,-3.5,-9.0,-5.5,,-3.5,,,1.8,,-9.0,-7.7,-11.2,0.8393176603850369,-1543,-1543,0.8837153384298777,-0.09983577876840222,-0.09983577876840222,0.035,,0.82,0.769839964680392,2,,139.677974029931,56.0,,,1.6,,137.0,139.677974029931,139.70999999999998,,,,,,,0,0,0,0
Kansas Jayhawks vs. TCU Horned Frogs,Jan 06 09:12PM ET,2026-01-07 05:00:07 UTC,TCU Horned Frogs,,3.5,9.0,5.5,,3.5,,,1.8,,9.0,7.7,11.2,0.16068233961496314,709,709,0.1162846615701223,0.03710279416041769,0.03710279416041769,0.035,,0.18,0.230160035319608,2,,139.677974029931,56.0,,,1.6,,137.0,139.677974029931,139.70999999999998,,,,,,,0,0,0,0
Wyoming Cowboys vs. UNLV Rebels,Jan 06 10:12PM ET,2026-01-07 05:00:07 UTC,Wyoming Cowboys,3,-26.5,-6.2,-18.5,0.2600332878699838,-26.5,-0.2854212575845616,-0.2854212575845616,1.6,,-6.0,-6.2,-8.8,,,,0.0,0.0,0.0,0.005,,0.71,0.716537205494578,3,167.5,156.298102117419,163.0,167.5,167.5,1.1,,158.0,156.298102117419,155.88,0.4326131783459364,0.5673868216540636,-0.09119634546358746,0.021932276199518208,-0.09119634546358746,0.021932276199518208,0,0,0,0
Wyoming Cowboys vs. UNLV Rebels,Jan 06 10:12PM ET,2026-01-07 05:00:07 UTC,UNLV Rebels,3,26.5,6.2,18.5,0.7399667121300162,26.5,0.20725643175618447,0.20725643175618447,1.6,,6.0,6.2,8.8,,,,0.0,0.0,0.0,0.005,,0.29,0.283462794505422,3,167.5,156.298102117419,163.0,167.5,167.5,1.1,,158.0,156.298102117419,155.88,0.4326131783459364,0.5673868216540636,-0.09119634546358746,0.021932276199518208,-0.09119634546358746,0.021932276199518208,0,0,0,0
Nevada Wolf Pack vs. San Diego St Aztecs,Jan 06 11:15PM ET,2026-01-07 05:00:07 UTC,Nevada Wolf Pack,2,-1.5,-2.0,-1.5,0.5,-1.5,-0.03488372093023251,-0.03488372093023251,0.9,,-2.0,-1.3,-3.0,0.5498196321553106,-142,-142,0.5492112062789182,-0.03741441039788085,-0.03741441039788085,0.001,,0.55,0.550856116063406,1,145.5,146.36,146.0,145.5,145.5,2.4,,148.0,143.240615591813,146.36,0.5085510713084638,0.4914489286915363,-0.026332649621768733,-0.04343479223869623,-0.026332649621768733,-0.04343479223869623,0,0,0,0
Nevada Wolf Pack vs. San Diego St Aztecs,Jan 06 11:15PM ET,2026-01-07 05:00:07 UTC,San Diego St Aztecs,2,1.5,2.0,1.5,0.5,1.5,-0.03488372093023251,-0.03488372093023251,0.9,,2.0,1.3,3.0,0.4501803678446894,107,107,0.4507887937210818,-0.031817309274938976,-0.031817309274938976,0.001,,0.45,0.449143883936594,1,145.5,146.36,146.0,145.5,145.5,2.4,,148.0,143.240615591813,146.36,0.5085510713084638,0.4914489286915363,-0.026332649621768733,-0.04343479223869623,-0.026332649621768733,-0.04343479223869623,0,0,0,0
Chattanooga Mocs vs. Furman Paladins,Jan 07 05:00PM ET,2026-01-06 19:35:10 UTC,Furman Paladins,2,-1.5,-2.1,-1.5,0.5,-1.5,-0.023809523809523836,-0.0077752967123053,0.9,-2.8,-2.0,-0.7,-2.2,0.5765842453873444,-126,-136,0.5531684907746889,-0.0005657635524016769,0.0,0.045,0.61,0.6,0.528151384346029,1,145.5,144.5,145.0,147.0,145.5,3.2,143.0,146.0,146.205392518948,139.39,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,-0.049450955896179,-0.0152545270257288,0,0,0,0
Chattanooga Mocs vs. Furman Paladins,Jan 07 05:00PM ET,2026-01-06 19:35:10 UTC,Chattanooga Mocs,2,1.5,2.1,1.5,0.5,1.5,-0.016908212560386437,-0.0398437509067422,0.9,2.8,2.0,0.7,2.2,0.4234157546126556,105,114,0.44683150922531123,-0.0427872447353122,0.0,0.045,0.39,0.4,0.471848615653971,1,145.5,144.5,145.0,147.0,145.5,3.2,143.0,146.0,146.205392518948,139.39,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,-0.049450955896179,-0.0152545270257288,0,0,0,0
Army Knights vs. Loyola (MD) Greyhounds,Jan 07 06:00PM ET,2026-01-06 23:48:59 UTC,Loyola (MD) Greyhounds,3,4.5,4.3,4.5,0.5,4.5,-0.028301886792452824,-0.0283018867924528,3.0,9.4,4.0,4.3,,0.3460910479349313,176,172,0.3516601693776045,-0.021159625919516145,-0.0188216258104067,0.09,0.1899999999999999,0.35,0.340521926492258,2,150.0,150.236660192498,150.0,150.5,150.0,0.5,151.0,150.0,150.236660192498,,0.49222081404751,0.49222081404751,-0.031588709762013834,-0.031588709762013834,-0.0348837209302325,-0.0121951219512195,0,1,0,0
Army Knights vs. Loyola (MD) Greyhounds,Jan 07 06:00PM ET,2026-01-06 23:48:59 UTC,Army Knights,3,-4.5,-4.3,-4.5,0.5,-4.5,-0.019230769230769273,-0.0192307692307692,3.0,-9.4,-4.0,-4.3,,0.6539089520650687,-215,-210,0.6483398306223953,-0.023174381268264432,-0.0260368973089859,0.09,0.81,0.65,0.659478073507742,2,150.0,150.236660192498,150.0,150.5,150.0,0.5,151.0,150.0,150.236660192498,,0.49222081404751,0.49222081404751,-0.031588709762013834,-0.031588709762013834,-0.0348837209302325,-0.0121951219512195,0,1,0,0
