Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
San Diego St Aztecs vs. Grand Canyon Antelopes,Feb 17 10:10PM ET,2026-02-18 05:09:42 UTC,San Diego St Aztecs,,5.5,5.5,-7.9,0.0,,5.5,,,1.0,,-8.0,-6.3,-7.9,0.4287256833116225,800,774,0.10835913312693497,0.31434659834430223,0.31434659834430223,0.03,,0.77,0.72818446699262,2,,137.26999999999998,55.0,,,1.9,,136.0,139.788092092551,137.26999999999998,,,,,,,0,0,0,0
San Diego St Aztecs vs. Grand Canyon Antelopes,Feb 17 10:10PM ET,2026-02-18 05:09:42 UTC,Grand Canyon Antelopes,,-5.5,-5.5,7.9,-0.0,,-5.5,,,1.0,,8.0,6.3,7.9,0.5712743166883775,-1600,-1600,0.891640866873065,-0.3699021538998578,-0.3699021538998578,0.03,,0.23,0.27181553300738,2,,137.26999999999998,55.0,,,1.9,,136.0,139.788092092551,137.26999999999998,,,,,,,0,0,0,0
Oregon Ducks vs. Minnesota Golden Gophers,Feb 17 10:46PM ET,2026-02-18 05:09:42 UTC,Oregon Ducks,1,3.5,3.5,-2.7,1.0,0.5861849792321917,3.5,0.06237545542266787,0.06237545542266787,0.4,,-2.0,-2.7,-2.8,0.4635438014050444,175,176,0.34203980099502485,0.10122496082533428,0.10122496082533428,0.035,,0.56,0.610095603630128,2,108.5,135.730524319543,119.5,108.5,108.5,0.5,,136.0,135.730524319543,134.95999999999998,0.6660444983483419,0.3339555016516581,0.1311607774181094,-0.2009282192785744,0.1311607774181094,-0.2009282192785744,0,0,0,0
Oregon Ducks vs. Minnesota Golden Gophers,Feb 17 10:46PM ET,2026-02-18 05:09:42 UTC,Minnesota Golden Gophers,1,-3.5,-3.5,2.7,-1.0,0.4138150207678083,-3.5,-0.12746938290191645,-0.12746938290191645,0.4,,2.0,2.7,2.8,0.5364561985949556,-230,-230,0.6579601990049752,-0.16051349837474138,-0.16051349837474138,0.035,,0.44,0.389904396369872,2,108.5,135.730524319543,119.5,108.5,108.5,0.5,,136.0,135.730524319543,134.95999999999998,0.6660444983483419,0.3339555016516581,0.1311607774181094,-0.2009282192785744,0.1311607774181094,-0.2009282192785744,0,0,0,0
Arizona St Sun Devils vs. Texas Tech Red Raiders,Feb 17 11:10PM ET,2026-02-18 05:09:42 UTC,Arizona St Sun Devils,3,4.5,4.5,7.6,5.5,0.4679574367889025,4.5,-0.04423768516231702,-0.04423768516231702,0.4,,8.0,7.3,7.6,0.2740667441684965,210,210,0.303508080409933,-0.04851390099279379,-0.04851390099279379,0.008,,0.25,0.23925081585412,2,154.5,154.453779621766,154.5,154.5,154.5,0.9,,156.0,154.453779621766,154.39999999999998,0.5,0.5,-0.045454545454545414,-0.023809523809523836,-0.045454545454545414,-0.023809523809523836,0,0,0,0
Arizona St Sun Devils vs. Texas Tech Red Raiders,Feb 17 11:10PM ET,2026-02-18 05:09:42 UTC,Texas Tech Red Raiders,3,-4.5,-4.5,-7.6,-5.5,0.5320425632110974,-4.5,-0.02351299234445814,-0.02351299234445814,0.4,,-8.0,-7.3,-7.6,0.7259332558315035,-280,-285,0.696491919590067,-0.014326484428236808,-0.014326484428236808,0.008,,0.75,0.76074918414588,2,154.5,154.453779621766,154.5,154.5,154.5,0.9,,156.0,154.453779621766,154.39999999999998,0.5,0.5,-0.045454545454545414,-0.023809523809523836,-0.045454545454545414,-0.023809523809523836,0,0,0,0
Wofford Terriers vs. VMI Keydets,Feb 18 06:00PM ET,2026-02-17 21:01:57 UTC,Wofford Terriers,3,-15.5,-15.5,-16.950000000000003,-16.0,0.5160342270972185,-14.5,0.0038391051459989445,0.0116588701655339,0.9,-17.9,-16.0,-16.3,-17.6,0.9169774011299434,-1650,-1600,0.9039548022598869,-0.024199069458291866,-0.0218982850938982,0.007,0.93,0.93,0.942210027393129,3,154.5,155.675,155.0,154.5,154.5,1.3,158.0,156.0,155.22947672682,155.35000000000002,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0162865800875205,-0.0313324675315271,1,1,1,0
Penn State Nittany Lions vs. Rutgers Scarlet Knights,Feb 18 06:00PM ET,2026-02-17 19:34:16 UTC,Rutgers Scarlet Knights,3,4.5,4.5,4.95,4.5,0.5,3.5,-0.023809523809523836,-0.024633735696727,0.7,5.9,5.0,4.9,4.3,0.3352646628377464,,165,0.36052932567549284,-0.04242808092642597,,0.013,0.29,0.31,0.31429715961589,2,149.5,149.0,149.5,149.5,149.5,1.2,149.0,149.0,149.511925683565,146.87,0.5,0.5,-0.019230769230769273,-0.028301886792452824,-0.0370879935779836,-0.0260648719054353,0,1,0,0
Wofford Terriers vs. VMI Keydets,Feb 18 06:00PM ET,2026-02-17 21:01:57 UTC,VMI Keydets,3,15.5,15.5,16.950000000000003,16.0,0.4839657729027816,14.5,-0.05091794802745092,-0.0592293244404119,0.9,17.9,16.0,16.3,17.6,0.08302259887005645,950,900,0.096045197740113,-0.01697740112994356,-0.0189980734495191,0.007,0.0699999999999999,0.07,0.057789972606871,3,154.5,155.675,155.0,154.5,154.5,1.3,158.0,156.0,155.22947672682,155.35000000000002,0.5075229437220032,0.4924770562779967,-0.016286580087520597,-0.03133246753152713,-0.0162865800875205,-0.0313324675315271,1,1,1,0
Holy Cross Crusaders vs. Lafayette Leopards,Feb 18 06:00PM ET,2026-02-17 21:01:57 UTC,Holy Cross Crusaders,1,-1.5,-1.5,-2.35,-2.0,0.5173678180739623,1.5,0.012417323024457305,0.0065174914045649,0.6,-2.7,-2.0,-1.8,-3.2,0.5415981108106034,-105,-115,0.5108342361863488,0.006714389880370875,0.0279782563143204,0.026,0.61,0.56,0.572361985434858,1,137.5,138.5327305214445,138.0,137.5,137.5,1.5,136.0,138.0,139.065461042889,139.44,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.01525845250106,-0.0323605951179875,1,1,0,0
Holy Cross Crusaders vs. Lafayette Leopards,Feb 18 06:00PM ET,2026-02-17 21:01:57 UTC,Lafayette Leopards,1,1.5,1.5,2.35,2.0,0.4826321819260377,-1.5,-0.05865222174368706,-0.0519720368591103,0.6,2.7,2.0,1.8,3.2,0.45840188918939656,-115,-105,0.4891657638136511,-0.05379323276182296,-0.0750570991957725,0.026,0.39,0.44,0.427638014565142,1,137.5,138.5327305214445,138.0,137.5,137.5,1.5,136.0,138.0,139.065461042889,139.44,0.5085510713084638,0.4914489286915363,-0.01525845250106006,-0.032360595117987556,-0.01525845250106,-0.0323605951179875,1,1,0,0
Penn State Nittany Lions vs. Rutgers Scarlet Knights,Feb 18 06:00PM ET,2026-02-17 19:34:16 UTC,Penn State Nittany Lions,3,-4.5,-4.5,-4.95,-4.5,0.5,-3.5,-0.023809523809523836,-0.0241956579602528,0.7,-5.9,-5.0,-4.9,-4.3,0.6647353371622535,,-203,0.6394706743245071,-0.005178082751166491,,0.013,0.71,0.69,0.68570284038411,2,149.5,149.0,149.5,149.5,149.5,1.2,149.0,149.0,149.511925683565,146.87,0.5,0.5,-0.019230769230769273,-0.028301886792452824,-0.0370879935779836,-0.0260648719054353,0,1,0,0
Furman Paladins vs. East Tennessee St Buccaneers,Feb 18 06:30PM ET,2026-02-17 21:01:57 UTC,Furman Paladins,2,0.5,0.5,-0.45000000000000007,0.0,0.5168516246190507,-1.5,-0.012560140086831706,-0.0238095238095238,1.5,-2.5,1.0,-1.1,0.2,0.5120655079143093,100,-100,0.4782608695652174,0.01206550791430927,0.0255979713484588,0.05,0.6,0.5,0.545870146263401,1,140.5,139.412046909421,140.0,140.5,140.5,2.4,138.0,141.0,140.824093818842,136.12,0.4914489286915362,0.5085510713084638,-0.03236059511798761,-0.01525845250106006,-0.0437137212432817,-0.0208567679220873,0,1,0,0
